CUSIP,Ticker,Company,Value,Portfolio%,Delta_Value,Delta
464287200,IVV,ISHARES TR,5.23B,5.1%,2.11B,+67.7%
02079K305,GOOGL,ALPHABET INC,527.59M,0.51%,317.26M,+150.8%
G54950103,LIN,LINDE PLC,412.07M,0.4%,290.41M,+238.7%
235851102,DHR,DANAHER CORPORATION,404.89M,0.39%,275.13M,+212%
437076102,HD,HOME DEPOT INC,339.3M,0.33%,245.6M,+262.1%
55354G100,MSCI,MSCI INC,390.36M,0.38%,239.74M,+159.2%
14316J108,CG,CARLYLE GROUP INC,300.4M,0.29%,235.31M,+361.5%
28176E108,EW,EDWARDS LIFESCIENCES CORP,249.68M,0.24%,233.14M,+1409.8%
46090E103,QQQ,INVESCO QQQ TR,383.04M,0.37%,222.42M,+138.5%
337932107,FE,FIRSTENERGY CORP,279.55M,0.27%,219.86M,+368.3%
09290D101,BLK,BLACKROCK INC,215.22M,0.21%,215.22M,NEW
375558103,GILD,GILEAD SCIENCES INC,284.44M,0.28%,207.96M,+271.9%
458140100,INTC,INTEL CORP,300.11M,0.29%,201.71M,+205%
872590104,TMUS,T-MOBILE US INC,221M,0.21%,177.14M,+403.9%
29444U700,EQIX,EQUINIX INC,421.39M,0.41%,175.37M,+71.3%
037833100,AAPL,APPLE INC,419.86M,0.41%,173.39M,+70.3%
008252108,AMG,AFFILIATED MANAGERS GROUP IN,212.67M,0.21%,161.34M,+314.3%
595112103,MU,MICRON TECHNOLOGY INC,173.45M,0.17%,157.83M,+1010.5%
988498101,YUM,YUM BRANDS INC,156.18M,0.15%,154.86M,+11773.3%
525327102,LDOS,LEIDOS HOLDINGS INC,185.82M,0.18%,151.63M,+443.6%
70450Y103,PYPL,PAYPAL HLDGS INC,199.39M,0.19%,150.59M,+308.5%
200340107,CMA,COMERICA INC,286.34M,0.28%,146.68M,+105%
G0403H108,AON,AON PLC,169.88M,0.16%,143.37M,+540.8%
09260D107,BX,BLACKSTONE INC,144.57M,0.14%,141.44M,+4519.6%
902973304,USB,US BANCORP DEL,184.21M,0.18%,135.32M,+276.8%
82509L107,SHOP,SHOPIFY INC,242.43M,0.24%,134.18M,+124%
133131102,CPT,CAMDEN PPTY TR,131.88M,0.13%,125.89M,+2103.1%
126408103,CSX,CSX CORP,157.69M,0.15%,124.74M,+378.6%
884903808,TRI,THOMSON REUTERS CORP,154.48M,0.15%,121.3M,+365.6%
G51502105,JCI,JOHNSON CTLS INTL PLC,308.67M,0.3%,121.06M,+64.5%
04016X101,ARGX,ARGENX SE,158.98M,0.15%,120.85M,+316.9%
369604301,GE,GE AEROSPACE,198.76M,0.19%,120.74M,+154.8%
233331107,DTE,DTE ENERGY CO,247.96M,0.24%,120.74M,+94.9%
81369Y308,XLP,SELECT SECTOR SPDR TR,187.59M,0.18%,118.98M,+173.4%
31620R303,FNF,FIDELITY NATIONAL FINANCIAL,244.97M,0.24%,118.26M,+93.3%
98138H101,WDAY,WORKDAY INC,146.3M,0.14%,117.89M,+415.1%
08579W103,BERY,BERRY GLOBAL GROUP INC,173.06M,0.17%,117.68M,+212.5%
46120E602,ISRG,INTUITIVE SURGICAL INC,394.66M,0.38%,114.79M,+41%
073685109,BECN,BEACON ROOFING SUPPLY INC,148.11M,0.14%,114.62M,+342.2%
85914M107,STEP,STEPSTONE GROUP INC,154.75M,0.15%,112.9M,+269.8%
717081103,PFE,PFIZER INC,189.02M,0.18%,112.02M,+145.5%
88033G407,THC,TENET HEALTHCARE CORP,166.25M,0.16%,111.05M,+201.2%
697435105,PANW,PALO ALTO NETWORKS INC,115.68M,0.11%,110.7M,+2224.1%
444859102,HUM,HUMANA INC,146.95M,0.14%,109.73M,+294.8%
29977A105,EVR,EVERCORE INC,121.81M,0.12%,108.56M,+819.3%
461202103,INTU,INTUIT,285.95M,0.28%,106.78M,+59.6%
303250104,FICO,FAIR ISAAC CORP,303.21M,0.29%,103.4M,+51.7%
57060D108,MKTX,MARKETAXESS HLDGS INC,133.9M,0.13%,102.72M,+329.4%
