CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
037833100,AAPL,APPLE INC,2614764,214083,580.82M,47.55M,+8.9%,6%
023135106,AMZN,AMAZON COM INC,1626016,125017,309.37M,23.79M,+8.3%,3.2%
594918104,MSFT,MICROSOFT CORP,1314216,52361,493.34M,19.66M,+4.1%,5.1%
651639106,NEM,NEWMONT CORP,371068,350837,17.92M,16.94M,+1734.2%,0.19%
67066G104,NVDA,NVIDIA CORPORATION,4243692,127973,459.93M,13.87M,+3.1%,4.8%
040413205,ANET,ARISTA NETWORKS INC,290691,178376,22.52M,13.82M,+158.8%,0.23%
26875P101,EOG,EOG RES INC,184952,88461,23.72M,11.34M,+91.7%,0.25%
761152107,RMD,RESMED INC,65725,47913,14.71M,10.73M,+269%,0.15%
743315103,PGR,PROGRESSIVE CORP,126826,33864,35.89M,9.58M,+36.4%,0.37%
G5960L103,MDT,MEDTRONIC PLC,523812,104050,47.07M,9.35M,+24.8%,0.49%
V7780T103,RCL,ROYAL CARIBBEAN GROUP,87511,42443,17.98M,8.72M,+94.2%,0.19%
717081103,PFE,PFIZER INC,699955,342476,17.74M,8.68M,+95.8%,0.18%
68389X105,ORCL,ORACLE CORP,249540,61655,34.89M,8.62M,+32.8%,0.36%
40412C101,HCA,HCA HEALTHCARE INC,130541,24878,45.11M,8.6M,+23.5%,0.47%
64110L106,NFLX,NETFLIX INC,104691,9128,97.63M,8.51M,+9.6%,1%
14149Y108,CAH,CARDINAL HEALTH INC,93561,60959,12.89M,8.4M,+187%,0.13%
172062101,CINF,CINCINNATI FINL CORP,77443,49182,11.44M,7.27M,+174%,0.12%
89417E109,TRV,TRAVELERS COMPANIES INC,102650,25784,27.15M,6.82M,+33.5%,0.28%
247361702,DAL,DELTA AIR LINES INC DEL,244937,153565,10.68M,6.7M,+168.1%,0.11%
036752103,ELV,ELEVANCE HEALTH INC,75961,15148,33.04M,6.59M,+24.9%,0.34%
92826C839,V,VISA INC,252618,17745,88.53M,6.22M,+7.6%,0.92%
87165B103,SYF,SYNCHRONY FINANCIAL,427757,117093,22.65M,6.2M,+37.7%,0.23%
532457108,LLY,ELI LILLY & CO,126225,7374,104.25M,6.09M,+6.2%,1.1%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,174129,23477,43.3M,5.84M,+15.6%,0.45%
172967424,C,CITIGROUP INC,389198,80822,27.63M,5.74M,+26.2%,0.29%
22160K105,COST,COSTCO WHSL CORP NEW,73482,5754,69.5M,5.44M,+8.5%,0.72%
143658300,CCL,CARNIVAL CORP,925222,274026,18.07M,5.35M,+42.1%,0.19%
101137107,BSX,BOSTON SCIENTIFIC CORP,164362,52641,16.58M,5.31M,+47.1%,0.17%
084670702,BRKB,BERKSHIRE HATHAWAY INC DEL,262438,9956,139.77M,5.3M,+3.9%,1.5%
37045V100,GM,GENERAL MTRS CO,364840,104433,17.16M,4.91M,+40.1%,0.18%
46625H100,JPM,JPMORGAN CHASE & CO.,522491,19925,128.17M,4.89M,+4%,1.3%
192446102,CTSH,COGNIZANT TECHNOLOGY SOLUTIO,259727,63716,19.87M,4.87M,+32.5%,0.21%
697435105,PANW,PALO ALTO NETWORKS INC,76338,27270,13.03M,4.65M,+55.6%,0.14%
525327102,LDOS,LEIDOS HOLDINGS INC,68381,33608,9.23M,4.54M,+96.6%,0.1%
882508104,TXN,TEXAS INSTRS INC,120101,24279,21.58M,4.36M,+25.3%,0.22%
30034W106,EVRG,EVERGY INC,123949,62151,8.55M,4.29M,+100.6%,0.09%
17275R102,CSCO,CISCO SYS INC,857001,66784,52.89M,4.12M,+8.5%,0.55%
828806109,SPG,SIMON PPTY GROUP INC NEW,210802,24255,35.01M,4.03M,+13%,0.36%
686330101,IX,ORIX CORP,247085,192478,5.16M,4.02M,+352.5%,0.05%
260557103,DOW,DOW INC,174168,115141,6.08M,4.02M,+195.1%,0.06%
925652109,VICI,VICI PPTYS INC,314363,122204,10.25M,3.99M,+63.6%,0.11%
29476L107,EQR,EQUITY RESIDENTIAL,226760,55394,16.23M,3.97M,+32.3%,0.17%
064058100,BK,BANK NEW YORK MELLON CORP,386154,47112,32.39M,3.95M,+13.9%,0.34%
456837103,ING,ING GROEP N.V.,275755,186490,5.4M,3.65M,+208.9%,0.06%
166764100,CVX,CHEVRON CORP NEW,267326,21437,44.72M,3.59M,+8.7%,0.46%
64110D104,NTAP,NETAPP INC,91685,38961,8.05M,3.42M,+73.9%,0.08%
896239100,TRMB,TRIMBLE INC,105714,51816,6.94M,3.4M,+96.1%,0.07%
24703L202,DELL,DELL TECHNOLOGIES INC,64722,37250,5.9M,3.4M,+135.6%,0.06%
002824100,ABT,ABBOTT LABS,346481,25473,45.96M,3.38M,+7.9%,0.48%
75513E101,RTX,RTX CORPORATION,192605,25374,25.51M,3.36M,+15.2%,0.26%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,44807,6670,22.3M,3.32M,+17.5%,0.23%
025537101,AEP,AMERICAN ELEC PWR CO INC,174101,28717,19.02M,3.14M,+19.8%,0.2%
949746101,WFC,WELLS FARGO CO NEW,815384,43092,58.54M,3.09M,+5.6%,0.61%
46090E103,QQQ,INVESCO QQQ TR,12709,6559,5.96M,3.08M,+106.7%,0.06%
G0450A105,ACGL,ARCH CAP GROUP LTD,84369,31741,8.11M,3.05M,+60.3%,0.08%
780259305,SHEL,SHELL PLC,240096,38521,17.59M,2.82M,+19.1%,0.18%
478160104,JNJ,JOHNSON & JOHNSON,497400,16454,82.49M,2.73M,+3.4%,0.86%
88579Y101,MMM,3M CO,51750,18394,7.6M,2.7M,+55.1%,0.08%
747525103,QCOM,QUALCOMM INC,386975,17510,59.44M,2.69M,+4.7%,0.62%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,353542,43977,21.56M,2.68M,+14.2%,0.22%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C,558747,170443,8.62M,2.63M,+43.9%,0.09%
278642103,EBAY,EBAY INC.,153568,37979,10.4M,2.57M,+32.9%,0.11%
922908637,VV,VANGUARD INDEX FDS,156223,9972,40.15M,2.56M,+6.8%,0.42%
30303M102,META,META PLATFORMS INC,433208,4386,249.68M,2.53M,+1%,2.6%
48251W104,KKR,KKR & CO INC,46878,21460,5.42M,2.48M,+84.4%,0.06%
375558103,GILD,GILEAD SCIENCES INC,280310,21725,31.41M,2.43M,+8.4%,0.33%
88031M109,TS,TENARIS S A,80338,59371,3.14M,2.32M,+283.2%,0.03%
595112103,MU,MICRON TECHNOLOGY INC,200905,26178,17.46M,2.27M,+15%,0.18%
872590104,TMUS,T-MOBILE US INC,105107,8379,28.03M,2.23M,+8.7%,0.29%
26441C204,DUK,DUKE ENERGY CORP NEW,201257,18065,24.55M,2.2M,+9.9%,0.25%
30161N101,EXC,EXELON CORP,342729,47286,15.79M,2.18M,+16%,0.16%
778296103,ROST,ROSS STORES INC,47051,16542,6.01M,2.11M,+54.2%,0.06%
872540109,TJX,TJX COS INC NEW,319669,17239,38.94M,2.1M,+5.7%,0.4%
74340W103,PLD,PROLOGIS INC.,119419,18722,13.35M,2.09M,+18.6%,0.14%
639057207,NWG,NATWEST GROUP PLC,641985,174151,7.65M,2.08M,+37.2%,0.08%
244199105,DE,DEERE & CO,36893,4354,17.32M,2.04M,+13.4%,0.18%
962166104,WY,WEYERHAEUSER CO MTN BE,370230,69379,10.84M,2.03M,+23.1%,0.11%
060505104,BAC,BANK AMERICA CORP,979138,47123,40.86M,1.97M,+5.1%,0.42%
34959E109,FTNT,FORTINET INC,59854,20348,5.76M,1.96M,+51.5%,0.06%
573874104,MRVL,MARVELL TECHNOLOGY INC,70127,31676,4.32M,1.95M,+82.4%,0.04%
35137L105,FOXA,FOX CORP,179781,34350,10.18M,1.94M,+23.6%,0.11%
G54950103,LIN,LINDE PLC,77641,4175,36.15M,1.94M,+5.7%,0.38%
437076102,HD,HOME DEPOT INC,151172,5274,55.4M,1.93M,+3.6%,0.57%
742718109,PG,PROCTER AND GAMBLE CO,400620,11231,68.27M,1.91M,+2.9%,0.71%
18915M107,NET,CLOUDFLARE INC,65151,16770,7.34M,1.89M,+34.7%,0.08%
25179M103,DVN,DEVON ENERGY CORP NEW,142626,50528,5.33M,1.89M,+54.9%,0.06%
464287465,EFA,ISHARES TR,125258,22748,10.24M,1.86M,+22.2%,0.11%
668771108,GEN,GEN DIGITAL INC,85369,69931,2.27M,1.86M,+453%,0.02%
H1467J104,CB,CHUBB LIMITED,93722,6125,28.3M,1.85M,+7%,0.29%
46137V233,XLG,INVESCO EXCHANGE TRADED FD T,39598,39598,1.82M,1.82M,NEW,0.02%
989207105,ZBRA,ZEBRA TECHNOLOGIES CORPORATI,6422,6422,1.81M,1.81M,NEW,0.02%
22052L104,CTVA,CORTEVA INC,55541,27978,3.5M,1.76M,+101.5%,0.04%
654106103,NKE,NIKE INC,105349,27448,6.69M,1.74M,+35.2%,0.07%
254687106,DIS,DISNEY WALT CO,163064,17206,16.09M,1.7M,+11.8%,0.17%
835699307,SONY,SONY GROUP CORP,497818,66680,12.64M,1.69M,+15.5%,0.13%
824348106,SHW,SHERWIN WILLIAMS CO,46709,4742,16.31M,1.66M,+11.3%,0.17%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,108520,81622,2.19M,1.65M,+303.5%,0.02%
03524A108,BUD,ANHEUSER BUSCH INBEV SA/NV,87019,26411,5.36M,1.63M,+43.6%,0.06%
902494103,TSN,TYSON FOODS INC,119086,24850,7.6M,1.59M,+26.4%,0.08%
031162100,AMGN,AMGEN INC,96699,4945,30.13M,1.54M,+5.4%,0.31%
097023105,BA,BOEING CO,66003,8591,11.26M,1.47M,+15%,0.12%
922908751,VB,VANGUARD INDEX FDS,53907,6605,11.95M,1.46M,+14%,0.12%
191216100,KO,COCA COLA CO,390173,20368,27.94M,1.46M,+5.5%,0.29%
35137L204,FOX,FOX CORP,117622,27557,6.2M,1.45M,+30.6%,0.06%
